brand,model,model_year,milage,fuel_type,price
Chevrolet,Corvette Base,2008,45302.92,Gasoline,2573000
GMC,Yukon XL Denali,2016,221284.25,Gasoline,2448500
Mercedes-Benz,Metris Base,2021,3675.73,Gasoline,13072500
Land,Rover Range Rover P530 SE LWB 7 Seat,2023,563.27,Gasoline,16185000
Ford,Explorer XLT,2017,271978.46,E85 Flex Fuel,1079000
Ferrari,488 GTB Base,2018,28583.49,Gasoline,20243700
Chevrolet,Camaro 2SS,2010,14401.98,Gasoline,2490000
BMW,750 i xDrive,2020,40407.31,Gasoline,5478000
Land,Rover Range Rover 3.0L Supercharged HSE,2016,165762.02,Gasoline,2821917
Porsche,911 Carrera 4 Cabriolet,2003,140978.18,Gasoline,2656000
Maserati,MC20 Base,2022,1749.35,Gasoline,23157000
Mercedes-Benz,CLA-Class CLA 250,2015,123521.67,Gasoline,1327917
Mercedes-Benz,Metris Base,2019,16898.07,Gasoline,6598500
Mercedes-Benz,E-Class E 350 4MATIC,2011,320258.66,Gasoline,767750
Lexus,LS 460 L,2007,205963.33,Gasoline,829917
BMW,X6 xDrive40i,2023,26243.51,Hybrid,5926200
Audi,S5 3.0T Prestige,2021,21832.31,Gasoline,4805700
Audi,Q7 Premium Plus,2022,36351.77,Hybrid,4365634
Jaguar,XE 25t,2019,66710.36,Gasoline,1867500
Genesis,G80 3.3T Sport,2019,92537.05,Gasoline,2738170
BMW,M2 Competition,2020,804.67,Gasoline,5810000
Subaru,Impreza WRX Premium,2014,88513.7,Gasoline,2490000
GMC,Sierra 2500 Base,2021,13212.68,Gasoline,4565000
Lincoln,Nautilus Reserve,2021,29225.61,Gasoline,3888550
Jaguar,XF XFR-S,2013,6886.37,Gasoline,5810000
Mercedes-Benz,Sprinter Normal Roof,2013,63968.05,Diesel,4564585
Toyota,Land Cruiser Base,1998,257494.4,Gasoline,1036670
Toyota,Tacoma PreRunner,2013,104607.1,Gasoline,1701500
BMW,Z4 sDrive28i,2016,94951.06,Gasoline,2075000
BMW,530e Base,2022,36532.02,Plug-In Hybrid,3901000
Mercedes-Benz,GLA 250 Base 4MATIC,2018,91053.24,E85 Flex Fuel,1734700
Hyundai,Genesis 4.6,2010,246763.32,Gasoline,830000
Cadillac,ATS 3.6L Luxury,2013,144357.8,Gasoline,1493917
Lincoln,Town Car Signature,2002,190867.72,Gasoline,434090
GMC,Sierra 1500 SLT,2021,37658.56,Gasoline,4316000
Mercedes-Benz,Sprinter High Roof,2015,177027.4,Diesel,2407000
Jaguar,XJ Vanden Plas,2008,141441.67,Gasoline,995170
Lexus,RC 350 Base,2015,118769.29,Gasoline,2240917
Audi,S3 2.0T Premium Plus,2015,125728.08,Gasoline,1784500
Subaru,WRX Limited,2015,146449.94,Gasoline,1577000
Dodge,Ram 2500 SLT Quad Cab,2003,183464.76,Gasoline,888100
Subaru,WRX Limited,2015,122309.84,Gasoline,1743000
Audi,RS 4 4.2 quattro L,2008,235768.31,Gasoline,2490000
Porsche,911 Carrera,2007,41876.64,Gasoline,4481917
Audi,A4 2.0T Premium Plus,2015,117481.82,E85 Flex Fuel,1427600
Audi,A4 3.2 Premium Plus quattro,2009,246229.02,Gasoline,722100
Ford,Excursion Limited,2003,108710.92,Diesel,2490000
Ford,Excursion Limited,2004,273587.8,Gasoline,705500
Land,Rover Range Rover Sport 5.0L Supercharged Dynamic,2017,85295.02,Gasoline,3942500
Audi,Q8 3.0T Prestige,2019,88352.77,Hybrid,4025500
BMW,X5 xDrive35i,2016,143231.26,Gasoline,1992000
Ford,Bronco Base,2022,9977.91,Gasoline,4067000
Ford,F-150 XLT,2021,83376.69,Gasoline,3518204
Hyundai,Genesis Coupe 3.8 Track,2013,143231.26,Gasoline,1037500
Toyota,Camry LE,1999,138581.88,Gasoline,290500
Mercedes-Benz,E-Class E 400 4MATIC,2018,72747,Gasoline,3307799
Audi,S5 3.0T Prestige,2022,23720.06,Gasoline,5137700
Buick,Enclave Premium,2017,223867.24,Gasoline,1456650
Lamborghini,Gallardo LP560-4,2010,72442.83,Gasoline,9088417
Ford,Mustang GT Premium,2011,162543.34,Gasoline,1535500
GMC,Yukon XL SLT,2016,149668.62,Gasoline,2490000
Ford,Mustang V6 Premium,2013,100583.75,Gasoline,1328000
Lexus,IS-F Base,2008,120700.5,Gasoline,2407000
BMW,435 i,2015,55449.81,Gasoline,2324000
Land,Rover Range Rover Supercharged,2010,209214.2,Gasoline,1286500
Mercedes-Benz,CLA-Class CLA 250,2014,122583.43,Gasoline,1369500
GMC,Yukon SLT,2010,313016.63,E85 Flex Fuel,788500
BMW,535 i,2008,217260.9,Gasoline,473017
Dodge,Charger GT,2021,53108.22,Gasoline,2240917
Hyundai,Genesis 3.8,2010,158841.86,Gasoline,858220
Honda,Civic Type R Touring,2018,117320.89,Gasoline,2946500
Dodge,Durango R/T,2016,217260.9,Gasoline,1660000
Chevrolet,Silverado 1500 Limited High Country,2022,4103.82,Gasoline,4980000
Jeep,Grand Cherokee Altitude,2020,56792,Gasoline,2944010
RAM,1500 Laramie,2022,23554.3,Gasoline,3867717
Chrysler,Crossfire Limited,2005,39987.27,Gasoline,1082818
Nissan,Rogue SL,2019,47568.87,Gasoline,2148372
Audi,A6 55 Premium Plus,2023,10591.07,Gasoline,4971700
Mercedes-Benz,AMG GT 53 Base,2020,35405.48,Hybrid,6971917
Acura,ILX Technology Plus Package,2017,109756.99,Gasoline,1307250
Land,Rover Range Rover P530 SE SWB,2023,4506.15,Gasoline,14525000
Ford,Expedition Platinum,2019,82559.14,Gasoline,4008485
BMW,M3 Base,2008,214846.89,Gasoline,1535500
INFINITI,M37 x,2012,78857.66,Gasoline,1651700
BMW,650 i,2008,201923.89,Gasoline,664000
Mazda,RX-8 Grand Touring,2008,130708.99,Gasoline,705500
Porsche,Boxster Base,1999,115872.48,Gasoline,1016750
Acura,ILX Premium & A-SPEC Packages,2019,31382.13,Gasoline,2075000
Porsche,911 Carrera S,2017,33089.64,Gasoline,8715000
Lexus,LX 570 Base,2016,54162.34,Gasoline,5220700
Toyota,Highlander Limited Platinum,2015,217486.21,Gasoline,1950500
Maserati,Ghibli Base,2015,117481.82,Gasoline,1493917
Land,Rover Range Rover 3.0L Supercharged HSE,2017,88513.7,Gasoline,4814000
Chevrolet,Cruze LTZ,2013,140012.58,Gasoline,830000
BMW,325 xi,2006,221807.29,Gasoline,332000
Acura,MDX Technology,2008,296796.09,Gasoline,415000
Lincoln,MKC Base,2015,152887.3,Gasoline,1236700
Kia,Sportage Nightfall,2022,42596.01,Gasoline,2313625
Bentley,Arnage R,2003,88594.17,Gasoline,2904585
Kia,Sorento LX,2021,87226.23,Gasoline,1975400
Lexus,SC 430 Base,2002,176644.38,Gasoline,1245000
Land,Rover Range Rover Evoque Base,2012,148188.03,Gasoline,1203500
Acura,TLX Type S w/Performance Tire,2023,2893.59,Gasoline,4399000
GMC,Sierra 1500 SLE Crew Cab,2006,269564.45,Gasoline,1203500
GMC,Sierra 1500 Denali Ultimate,2023,4023.35,Gasoline,6972000
Mercedes-Benz,E-Class E 400,2016,123919.18,Gasoline,1992000
MINI,Hardtop Cooper,2019,31945.4,Gasoline,1992000
Ford,Bronco Outer Banks Advanced,2023,5471.76,Gasoline,4731000
Ford,Bronco,2021,5787.19,Gasoline,4722700
Ford,F-350 Lariat Super Duty Crew Cab,2009,209536.07,Diesel,2398700
Land,Rover Discovery Sport SE,2017,77570.19,Gasoline,2074834
GMC,Yukon XL SLT,2016,295384.7,Gasoline,1826000
Ford,Focus RS Base,2016,23979.17,Gasoline,3237000
Ford,Bronco Badlands Advanced,2022,6759.23,Gasoline,5477502
Hyundai,Genesis 5,2012,25263.42,Gasoline,1577000
Jeep,Wrangler Unlimited Rubicon,2022,2816.34,Gasoline,5436500
BMW,X4 xDrive30i,2022,56005.03,Gasoline,3818000
Jaguar,F-PACE S,2020,57260.32,Gasoline,3900834
Acura,RSX Type S,2006,114906.88,Gasoline,1244170
Mazda,MX-5 Miata Base,2003,14902.49,Gasoline,1826000
GMC,Yukon XL SLT,2023,45866.19,Gasoline,5627400
Mercedes-Benz,E-Class E 350 4MATIC,2008,147898.35,Gasoline,738700
INFINITI,G35 Base,2004,209214.2,Gasoline,622500
Cadillac,XTS Premium,2013,91507.07,Gasoline,1825585
MINI,Hardtop Cooper S,2017,71293.76,Gasoline,1725072
BMW,X5 xDrive35i,2014,193120.8,Gasoline,1660000
Mercedes-Benz,SL-Class SL 550,2013,116677.15,Gasoline,2610350
RAM,1500 Tradesman/Express,2017,115872.48,Gasoline,2008600
BMW,135 i,2011,212432.88,Gasoline,913000
Rolls-Royce,Phantom,2018,12206.84,Gasoline,49717000
Hyundai,IONIQ 5 SE,2022,29772.79,,3486000
Lexus,LS 430 Base,2002,67592.28,Gasoline,1327917
Jaguar,F-PACE S,2023,7441.59,Gasoline,4730834
BMW,M5 Base,2006,170590.04,Gasoline,1618500
Hyundai,Santa Fe SE,2022,21903.12,Gasoline,2278350
Lamborghini,Urus Base,2019,27159.22,Gasoline,17421700
Ford,Expedition Timberline,2023,14340.83,Gasoline,6426690
Chevrolet,Silverado 1500 LT Trail Boss,2021,78279.91,Gasoline,3624278
GMC,Sierra 1500 SLT,2021,18105.08,Gasoline,5830750
Ford,Mustang Premium,2007,202776.84,Gasoline,747000
BMW,M5 Base,2008,125126.18,Gasoline,1743000
Toyota,Tacoma SR,2020,44036.37,Gasoline,2905000
Porsche,Cayenne Base,2019,49810.68,Gasoline,6651620
Ford,F-150 Lightning XLT,2023,334.74,,7387000
Dodge,Durango GT,2021,32808.01,Gasoline,2738917
BMW,330e iPerformance,2018,72827.46,Plug-In Hybrid,2074585
GMC,Terrain Denali,2016,231744.96,Gasoline,1527200
Ford,Excursion Limited,2004,122572.16,Diesel,1701500
Hyundai,Genesis 3.8,2015,98652.54,Gasoline,1672450
Mitsubishi,Mirage ES,2017,57450.22,Gasoline,726250
Mercedes-Benz,E-Class E 350 4MATIC,2010,43452.18,Gasoline,1867500
Mazda,Mazda3 i Sport,2015,260713.08,Gasoline,954500
BMW,M3 Base,2008,125206.65,Gasoline,2365500
Mercedes-Benz,E-Class E 350,2014,88513.7,Gasoline,1597750
Ford,Bronco Outer Banks Advanced,2022,19312.08,Gasoline,5477917
Tesla,Model X 75D,2017,113585.61,,3506750
Jeep,Wrangler Unlimited Sport,2010,172199.38,Gasoline,1452500
Honda,Pilot Elite,2021,68643.18,Gasoline,3236834
Acura,TL 3.2,2008,311862.73,Gasoline,830000
Lexus,IS 350 Base,2014,197948.82,Gasoline,1494000
Chevrolet,Equinox LT,2011,209214.2,Gasoline,581000
Mitsubishi,Lancer DE,2009,230692.45,Gasoline,249000
Land,Rover LR2 Base,2015,180994.42,Gasoline,995585
Nissan,Leaf SV PLUS,2023,8241.43,,2340268
Audi,A5 2.0T Premium,2012,220918.93,Gasoline,913000
Rivian,R1S Launch Edition,2023,481.19,,7677500
Lexus,RX 450h Base,2018,113909.09,Hybrid,2963100
Chevrolet,Tahoe LT,2018,88513.7,Gasoline,3145700
Mercedes-Benz,G-Class G 550 4MATIC,2017,37257.83,Gasoline,7013500
Cadillac,XTS Luxury,2013,244619.68,Gasoline,705500
INFINITI,Q50 3.0t Red Sport 400,2020,37568.43,Gasoline,3070917
Subaru,Outback 3.6R Limited,2016,140160.64,Gasoline,1618500
Toyota,Avalon XLS,2004,145846.44,Gasoline,456500
Chevrolet,Traverse RS,2021,71411.24,Gasoline,2988000
BMW,330 i,2021,41842.84,Gasoline,3071000
Karma,Revero Base,2018,33409.9,,4606500
Lexus,GX 460 Base,2021,62928.41,Gasoline,4299234
Alfa,Romeo Stelvio Ti Sport,2019,63754,Gasoline,2398700
GMC,Sierra 2500 Base,2019,93341.72,E85 Flex Fuel,3029500
Lexus,IS 250 Base,2013,238182.32,Gasoline,830000
Porsche,Panamera 2,2011,167371.36,Gasoline,1734700
BMW,535 i xDrive,2013,74271.04,Gasoline,1411000
Chevrolet,Silverado 2500 High Country,2022,30352.15,Diesel,6183500
Mercedes-Benz,AMG C 63 Base,2017,45703.65,Gasoline,4614800
Jeep,Wrangler Sahara,1998,219674.91,Gasoline,580917
Porsche,Boxster S,2005,153160.89,Gasoline,2066700
BMW,M3 Base,2006,153611.5,Gasoline,3486000
Chevrolet,Camaro LT1,2022,12314.67,Gasoline,3319834
BMW,535 i xDrive,2011,271978.46,Gasoline,912917
RAM,1500 Laramie,2022,26946.79,Gasoline,3900917
Mercedes-Benz,Metris Base,2020,1649.57,Gasoline,24817000
Chevrolet,Express 1500 Cargo,2004,244619.68,Gasoline,663917
BMW,X7 xDrive40i,2020,74029.64,Gasoline,4564917
BMW,X7 xDrive40i,2022,12874.72,Hybrid,7055000
Ferrari,F12berlinetta Base,2016,23769.95,Gasoline,21156700
Chevrolet,Silverado 2500 LT,2016,135862.09,E85 Flex Fuel,3054400
Mercedes-Benz,Maybach S 580 4MATIC,2022,7660.46,Gasoline,19007000
GMC,Sierra 1500 Denali,2021,71923.01,Gasoline,4722700
Mitsubishi,Outlander SEL,2022,18829.28,Gasoline,2739000
Ford,Shelby GT350 Base,2019,4506.15,Gasoline,7553000
MINI,Cooper Base,2010,93341.72,Gasoline,664000
Toyota,Prius Touring,2009,229330.95,Hybrid,580917
Cadillac,Escalade ESV Base,2007,308832.35,Gasoline,809250
Audi,A6 2.0T Premium Plus,2016,102028.94,Gasoline,1618500
Chevrolet,Suburban 1500 LT,2008,261920.08,Gasoline,597600
Jaguar,XK R,2012,61771.3,Gasoline,3066767
Porsche,911 Carrera GTS,2022,2956.36,Gasoline,14931700
Ford,F-250 XLT,2022,58409.39,Diesel,6435405
Audi,A4 2.0T Premium,2011,146157.04,Gasoline,688900
Cadillac,ATS 2.0L Turbo,2018,51498.88,Gasoline,1908917
Ford,Transit-350 Base,2019,152324.03,Gasoline,3071000
Mercedes-Benz,G-Class G 63 AMG,2014,80304.46,Gasoline,6058917
Jeep,Wrangler Sahara,2011,88513.7,Gasoline,2905000
BMW,M4 Base,2015,38141.36,Gasoline,3552400
Tesla,Model S P100D,2018,74029.64,,4938500
Maserati,Ghibli S GranLusso,2020,19501.98,Gasoline,4390700
Pontiac,Firebird Trans Am,2001,102997.76,Gasoline,1743000
Ford,Expedition XLT,2022,35677.46,Gasoline,4760216
Ferrari,812 Superfast Base,2020,2534.71,Gasoline,39001700
Tesla,Model X Long Range Plus,2021,75473.22,,5727000
Land,Rover Range Rover P400 SE SWB,2022,5421.87,Hybrid,11578500
BMW,535 i xDrive,2011,217260.9,Gasoline,829917
BMW,428 i xDrive,2015,201167.5,Gasoline,1245000
Cadillac,Escalade ESV Platinum,2017,215651.56,Gasoline,2738917
BMW,X5 xDrive35i,2014,230537.96,Gasoline,1078917
Lexus,GX 460 Premium,2017,133534.99,Gasoline,2573000
MINI,Countryman Cooper S ALL4,2016,147576.48,Gasoline,1161917
Ford,F-150 XLT,2018,116504.95,Gasoline,2905000
INFINITI,QX60 Base,2016,114263.14,Gasoline,1784500
Lexus,RX 350 Base,2012,258942.81,Gasoline,1245000
Dodge,Charger Scat Pack,2020,64708.34,Gasoline,3154000
Lexus,IS 350 Base,2017,124401.98,Gasoline,2490000
Nissan,NV200 SV,2017,26875.98,Gasoline,2199500
Subaru,Impreza 2.0i Premium,2013,180246.08,Gasoline,829917
BMW,M3 Base,2016,88916.04,Gasoline,4149917
INFINITI,QX80 Luxe,2020,111044.46,Gasoline,2610350
Rolls-Royce,Phantom,2023,2510.57,–,49799585
Ford,Mustang GT Premium,2016,65290.92,Gasoline,2530670
Toyota,RAV4 TRD Off Road,2020,74834.31,Gasoline,2921600
Honda,S2000 Base,2000,43291.25,Gasoline,2905000
Jeep,Gladiator Sport,2021,9300.38,Gasoline,3430307
Ford,Bronco Big Bend Advanced,2023,19312.08,Gasoline,4482000
Ford,Expedition Timberline,2022,48764.61,Gasoline,5678860
Toyota,Sequoia TRD Pro,2023,965.6,Hybrid,7635585
Plymouth,Prowler Base,2001,35888.28,Gasoline,2365500
Alfa,Romeo Giulia Ti,2023,14926.63,Gasoline,3643700
Chevrolet,Suburban 1500 LS,2004,276404.14,E85 Flex Fuel,1078834
Mitsubishi,Lancer Evolution GSR,2013,123114.51,Gasoline,2324000
Mercedes-Benz,AMG GLE 43 Coupe 4MATIC,2018,78857.66,Gasoline,3568585
Audi,R8 5.2 quattro Spyder,2011,120700.5,Gasoline,6142000
Ford,Escape XLT,2007,214525.02,Gasoline,249000
BMW,X5 3.0si,2007,160451.2,Gasoline,705500
Chevrolet,Camaro 2LT,2011,203903.38,Gasoline,1162000
BMW,340 i,2016,45061.52,Gasoline,3070585
Mercedes-Benz,SL-Class SL 550,2012,34278.94,Gasoline,3195500
Cadillac,Escalade Platinum,2019,148059.28,Gasoline,4307700
Chevrolet,Silverado 3500 LTZ,2018,148299.07,Diesel,4389787
Lexus,RC F Base,2015,41450.16,Gasoline,4149585
Kia,Forte GT-Line,2021,39483.55,Gasoline,1817700
Land,Rover Range Rover Sport Supercharged Dynamic,2018,93502.65,Gasoline,4440417
Nissan,Titan S,2017,32540.85,Gasoline,2682892
Honda,Accord EX-L 2.0T,2019,64484.64,Gasoline,2282500
Subaru,WRX Base,2017,98057.09,Gasoline,1971250
Audi,A4 2.0T Titanium Premium,2019,11748.18,Gasoline,2315700
Ford,Mustang EcoBoost Premium,2018,54717.56,–,2075000
Chevrolet,Avalanche 1500 LS,2012,90123.04,E85 Flex Fuel,1494000
Mercedes-Benz,CLA-Class CLA 250,2014,218870.24,Gasoline,996000
BMW,228 Gran Coupe i xDrive,2020,50050.47,Gasoline,2240917
Maserati,GranTurismo Base,2012,19473.01,Gasoline,3145700
Ford,Expedition Platinum,2021,83527.96,Gasoline,4770840
Audi,S4 Base,2007,149668.62,Gasoline,912585
Land,Rover Range Rover Sport Supercharged HSE,2016,160797.21,Gasoline,2199500
Ford,Mustang Mach-E GT,2022,12329.15,,4116717
Chevrolet,Tahoe LTZ,2007,284853.18,E85 Flex Fuel,892250
Nissan,Xterra S,2008,162382.41,Gasoline,580917
INFINITI,Q60 3.0T Premium,2017,172810.93,Gasoline,1452500
Ford,F-150 Raptor,2021,53039.02,Gasoline,6465700
Acura,TLX Base,2016,72420.3,Gasoline,1369500
Nissan,Frontier SV,2013,107825.78,Gasoline,1286500
Chevrolet,Camaro 1SS,2021,20277.68,Gasoline,3901000
Porsche,Panamera 4,2018,40043.6,Gasoline,4963400
Acura,TLX PMC Edition,2020,11104.45,Gasoline,3610500
Kia,Sorento EX V6,2019,106337.14,Gasoline,1971582
Hyundai,Palisade SEL,2021,109515.59,Gasoline,2456800
Ford,F-250 Lariat,2017,205995.52,Diesel,4150000
BMW,430 i,2021,15243.67,Gasoline,4233000
Mitsubishi,Lancer GTS,2009,299277.69,Gasoline,423300
Nissan,NV200 S,2019,83685.68,Gasoline,1618500
Buick,Enclave Leather,2015,110486.02,Gasoline,1572850
Lexus,RX 330 Base,2004,244452.31,Gasoline,655700
Lexus,RX 450h F Sport,2019,70281.49,Hybrid,3730850
Ford,F-250 Lariat,2017,116078.48,E85 Flex Fuel,3816755
Kia,Forte Koup EX,2013,215984.69,Gasoline,456500
GMC,Terrain SLE,2020,42599.23,Gasoline,2481700
Porsche,Macan Base,2018,132448.68,Gasoline,2905000
Lexus,RC 350 Base,2015,199558.16,Gasoline,1992000
Audi,S4 3.0T Premium Plus,2020,38339.31,Gasoline,4149585
GMC,Yukon SLT,2002,358239.08,Gasoline,414917
Lamborghini,Urus Base,2021,15288.73,Gasoline,23231700
INFINITI,QX60 Base,2014,248235.87,Gasoline,1037500
Chevrolet,Silverado 2500 LTZ H/D Extended Cab,2008,205995.52,Gasoline,1950500
Maserati,GranTurismo Base,2008,112653.8,Gasoline,1079000
Acura,Integra GS-R,1995,197948.82,–,912917
BMW,X6 M Base,2016,84289.18,Gasoline,4033800
Chrysler,300 S,2016,161857.76,Gasoline,1452500
Chrysler,300 Base,2014,136793.9,Gasoline,933750
Acura,RDX w/A-Spec Package,2023,6371.38,Gasoline,4066834
Chevrolet,Corvette Stingray w/1LT,2021,16737.14,Gasoline,6050700
Chevrolet,Camaro 1SS,2019,30899.33,Gasoline,3444500
Mercedes-Benz,E-Class E 350 4MATIC,2013,130356.54,Gasoline,1079000
Ford,F-150 Raptor,2022,28084.59,Gasoline,6465700
Nissan,Versa 1.8 S,2011,265541.1,Gasoline,332000
BMW,M3 CS,2024,199.56,Gasoline,12035000
Hyundai,Accent GLS,2013,189097.45,Gasoline,539500
Mercedes-Benz,S-Class S 450 4MATIC,2018,116677.15,Gasoline,4980000
Porsche,911 GT3,2023,426.48,Gasoline,23235850
Mercedes-Benz,AMG GT 63 S 4-Door,2020,34140.54,Gasoline,9785700
Audi,Q5 3.0 TDI Premium Plus,2014,89421.37,Diesel,1867500
Cadillac,LYRIQ Luxury,2023,1754.18,,5706250
Volvo,XC60 T5 R-Design,2019,70006.29,Gasoline,2490000
Mercedes-Benz,AMG GT 53 Base,2019,56326.9,Hybrid,6889000
GMC,Yukon SLT,2017,148109.17,Gasoline,2490000
Lexus,GS 350 Base,2016,206047.02,Gasoline,1494000
Jaguar,XF 25t Premium,2018,30255.59,Gasoline,2158000
BMW,M8 Gran Coupe Competition,2023,4667.09,Gasoline,9752500
Honda,Ridgeline Black Edition,2017,147415.54,Gasoline,2158000
Toyota,4Runner SR5,2019,147806.61,Gasoline,2531500
Ford,Bronco Sport Outer Banks,2021,45230.5,Gasoline,2693765
Dodge,Charger R/T 392,2017,118045.09,Gasoline,3071000
Mercedes-Benz,GLC 300 GLC 300,2022,19110.91,Gasoline,3452634
Tesla,Model S P100D,2018,75638.98,,4141700
INFINITI,Q50 3.0t Signature Edition,2017,107825.78,Gasoline,1909000
BMW,340 i,2016,189354.94,Gasoline,1618500
Pontiac,Firebird Trans Am,2001,114984.12,Gasoline,871500
Nissan,NV Passenger NV3500 HD SV V8,2015,138403.24,Gasoline,2448500
Lexus,ES 350 Base,2020,24661.53,Gasoline,2769212
BMW,135 is,2013,47314.6,Gasoline,2407000
Lexus,IS 300 Base,2017,110836.86,Gasoline,2361350
Porsche,Cayenne S,2012,202776.84,Gasoline,1493917
Pontiac,Solstice GXP,2007,41389.01,Gasoline,1485700
Porsche,Panamera Turbo,2015,108163.74,Gasoline,4311850
BMW,X6 xDrive35i,2018,43796.58,Gasoline,3398850
Ford,F-150 Limited,2019,68763.88,Gasoline,3813850
MINI,Cooper S Base,2010,156741.67,Gasoline,556017
Mazda,Mazda3 i SV,2015,147576.48,Gasoline,996000
Mitsubishi,Lancer Evolution MR,2011,152082.63,Gasoline,2241000
Chevrolet,Tahoe LTZ,2014,315913.44,E85 Flex Fuel,912585
Cadillac,CTS 3.6L Luxury,2015,87321.18,Gasoline,1612275
Acura,RDX w/Advance Package,2021,58365.93,Gasoline,3303234
Land,Rover Range Rover Sport Supercharged HSE,2015,281634.5,Gasoline,1618500
Chevrolet,Suburban 1500 LTZ,2015,255885.06,Gasoline,2232700
Chevrolet,Camaro 2SS,2016,119091.16,Gasoline,2656000
Chevrolet,Silverado 1500 Hybrid 1HY,2011,133515.67,Hybrid,1742585
Cadillac,XT5 Luxury,2019,87424.18,Gasoline,2323834
Nissan,Armada SL,2019,96528.21,Gasoline,2407000
Audi,Q5 S line Premium,2022,16286.52,Hybrid,3319834
BMW,X6 M Base,2017,40233.5,Gasoline,5395000
BMW,740 i,2012,202776.84,Gasoline,1054100
Toyota,Sequoia TRD Pro,2020,60234.38,Gasoline,5112717
Volkswagen,Jetta GLI,2014,160127.72,Gasoline,1245000
Honda,Crosstour EX-L,2012,146034.73,Gasoline,1077340
Land,Rover Range Rover Sport Supercharged,2014,201167.5,E85 Flex Fuel,1867500
Hyundai,Santa Fe Sport 2.0L Turbo Ultimate,2018,115339.79,Gasoline,1660000
Cadillac,XT5 Luxury,2019,71924.62,Gasoline,2686544
Jaguar,F-TYPE R,2018,25752.66,Gasoline,6216700
Toyota,FJ Cruiser Base,2014,138403.24,Gasoline,3444500
Toyota,Tundra SR5,2019,90123.04,Gasoline,3486000
Nissan,300ZX Base,1993,270369.12,–,581000
RAM,1500 Sport,2017,67252.71,Gasoline,3527500
Ford,Focus SE,2014,96735.82,E85 Flex Fuel,788417
Mercedes-Benz,GLE 350 Base 4MATIC,2020,77248.32,Gasoline,4149585
Acura,TL Type S,2008,196339.48,Gasoline,954500
Land,Rover Range Rover HSE,2012,165440.15,Gasoline,1328000
MINI,Convertible Cooper,2022,25015.58,Gasoline,2324000
Mazda,CX-9 Signature,2019,112285.26,Gasoline,2282500
Acura,TLX Tech,2023,3408.58,Gasoline,3485834
Ford,F-150 Raptor,2021,45479.95,Gasoline,6054850
Honda,Civic Si Base,2020,9696.27,Gasoline,2282500
Hyundai,Elantra SE,2018,52620.59,Gasoline,1319700
Ford,Excursion Limited,2001,384632.26,Gasoline,664000
Jaguar,F-TYPE S British Design Edition,2017,54958.96,Gasoline,3817917
Honda,Ridgeline RTL-E,2022,15517.26,Gasoline,3236917
Pontiac,G6 GTP,2006,161811.09,Gasoline,497585
Mercedes-Benz,C-Class C300 4MATIC,2021,17881.38,Gasoline,3236834
Toyota,FJ Cruiser Base,2007,260713.08,Gasoline,1990091
Buick,Enclave Premium,2020,140905.76,Gasoline,2626950
Chevrolet,Tahoe LTZ,2015,164474.55,Gasoline,2075000
Bentley,Continental GTC V8,2013,30496.99,Gasoline,6473917
Mercedes-Benz,SLK-Class SLK 350,2015,25749.44,Gasoline,2531500
Cadillac,Escalade Premium Luxury,2022,30979.8,Gasoline,7220917
BMW,535 i xDrive,2015,104607.1,Gasoline,2074585
MINI,Cooper S Base,2007,177062.81,Gasoline,518750
Bentley,Continental GT Base,2012,127281.09,E85 Flex Fuel,3900917
Lexus,GX 460 Premium,2023,4076.46,Gasoline,5386700
Audi,Q7 3.0T Premium Plus,2014,154935.99,Gasoline,1286085
Cadillac,CT6 Luxury,2020,35706.43,Gasoline,3774840
GMC,Sierra 1500 SL Crew Cab,2009,220479.58,Gasoline,1660000
Nissan,GT-R Premium,2009,97762.58,Gasoline,5975917
Dodge,Ram 1500 ST,2007,58740.91,Gasoline,1328000
Ford,Bronco Outer Banks,2021,31526.97,Gasoline,4564917
Nissan,GT-R Black Edition,2015,27117.38,Gasoline,7885000
Cadillac,Escalade ESV Sport,2021,7242.03,Gasoline,8715000
Chevrolet,Cruze LT,2012,312211.96,Gasoline,406700
Lexus,GX 460 Base,2020,77586.28,Gasoline,3938267
BMW,750 i,2018,131161.21,Gasoline,3423750
Ford,F-150 XLT,2021,124091.38,Gasoline,3319585
BMW,535 i xDrive,2015,94410.32,Gasoline,1738850
Mitsubishi,Montero Limited,2004,233354.3,Gasoline,742850
Lexus,LS 500 F Sport,2018,24228.61,Gasoline,4897000
Tesla,Model S 85D,2015,108867.02,,2324000
Lexus,LC 500 Base,2021,1472.55,Gasoline,13197000
Mazda,MX-5 Miata Shinsen,2003,75434.59,Gasoline,954500
Cadillac,Escalade ESV Premium Luxury,2021,85567,Gasoline,6764500
